timestamp,steps,heart_rate,calories,distance,source
2026-01-15 16:38:50.209524,12202,68,549.1,9.2,google_fit
2026-01-15 16:38:50.209524,15493,77,650.7,12.7,ios_health
2026-01-16 16:38:50.209524,8108,72,324.3,6.5,samsung_health
2026-01-16 16:38:50.209524,9743,101,438.4,7.3,google_fit
2026-01-16 16:38:50.209524,14092,65,591.9,11.6,ios_health
2026-01-17 16:38:50.209524,8908,100,356.3,7.1,samsung_health
2026-01-17 16:38:50.209524,16669,72,750.1,12.5,google_fit
2026-01-17 16:38:50.209524,14075,80,591.2,11.5,ios_health
2026-01-18 16:38:50.209524,7837,77,313.5,6.3,samsung_health
2026-01-18 16:38:50.209524,6099,89,274.5,4.6,google_fit
2026-01-18 16:38:50.209524,7753,79,325.6,6.4,ios_health
2026-01-19 16:38:50.209524,11710,77,468.4,9.4,samsung_health
2026-01-19 16:38:50.209524,12236,66,550.6,9.2,google_fit
2026-01-19 16:38:50.209524,11480,73,482.2,9.4,ios_health
2026-01-20 16:38:50.209524,12657,89,506.3,10.1,samsung_health
2026-01-20 16:38:50.209524,12878,71,579.5,9.7,google_fit
2026-01-20 16:38:50.209524,14314,69,601.2,11.7,ios_health
2026-01-21 16:38:50.209524,13204,75,528.2,10.6,samsung_health
2026-01-21 16:38:50.209524,9311,74,419.0,7.0,google_fit
2026-01-21 16:38:50.209524,14972,88,628.8,12.3,ios_health
2026-01-22 16:38:50.209524,11238,73,449.5,9.0,samsung_health
2026-01-22 16:38:50.209524,14057,74,632.6,10.5,google_fit
2026-01-22 16:38:50.209524,6144,77,258.0,5.0,ios_health
2026-01-23 16:38:50.209524,12656,89,506.2,10.1,samsung_health
2026-01-23 16:38:50.209524,12939,86,582.3,9.7,google_fit
2026-01-23 16:38:50.209524,7918,90,332.6,6.5,ios_health

--- SOMMEIL ---
sleep_start,sleep_end,duration_minutes,quality_score,source
2025-12-24 22:45:00.209524,2025-12-25 05:38:00.209524,413,0.86,google_fit
2025-12-24 23:15:00.209524,2025-12-25 05:58:00.209524,403,0.68,ios_health
2025-12-24 23:30:00.209524,2025-12-25 06:26:00.209524,416,0.72,samsung_health
2025-12-25 22:45:00.209524,2025-12-26 05:21:00.209524,396,0.66,google_fit
2025-12-25 23:15:00.209524,2025-12-26 07:50:00.209524,515,0.71,ios_health
2025-12-25 23:30:00.209524,2025-12-26 07:50:00.209524,500,0.74,samsung_health
2025-12-26 22:45:00.209524,2025-12-27 04:30:00.209524,345,0.65,google_fit
2025-12-26 23:15:00.209524,2025-12-27 06:37:00.209524,442,0.75,ios_health
2025-12-26 23:30:00.209524,2025-12-27 07:53:00.209524,503,0.93,samsung_health
2025-12-27 22:45:00.209524,2025-12-28 04:34:00.209524,349,0.67,google_fit
2025-12-27 23:15:00.209524,2025-12-28 05:40:00.209524,385,0.87,ios_health
2025-12-27 23:30:00.209524,2025-12-28 05:41:00.209524,371,0.72,samsung_health
2025-12-28 22:45:00.209524,2025-12-29 04:27:00.209524,342,0.84,google_fit
2025-12-28 23:15:00.209524,2025-12-29 06:01:00.209524,406,0.89,ios_health
2025-12-28 23:30:00.209524,2025-12-29 08:02:00.209524,512,0.65,samsung_health
2025-12-29 22:45:00.209524,2025-12-30 04:19:00.209524,334,0.68,google_fit
2025-12-29 23:15:00.209524,2025-12-30 07:50:00.209524,515,0.84,ios_health
2025-12-29 23:30:00.209524,2025-12-30 05:36:00.209524,366,0.68,samsung_health
2025-12-30 22:45:00.209524,2025-12-31 04:20:00.209524,335,0.86,google_fit
2025-12-30 23:15:00.209524,2025-12-31 05:36:00.209524,381,0.67,ios_health
2025-12-30 23:30:00.209524,2025-12-31 06:19:00.209524,409,0.63,samsung_health
2025-12-31 22:45:00.209524,2026-01-01 06:02:00.209524,437,0.85,google_fit
2025-12-31 23:15:00.209524,2026-01-01 05:39:00.209524,384,0.88,ios_health
2025-12-31 23:30:00.209524,2026-01-01 08:29:00.209524,539,0.75,samsung_health
2026-01-01 22:45:00.209524,2026-01-02 05:33:00.209524,408,0.63,google_fit
2026-01-01 23:15:00.209524,2026-01-02 07:27:00.209524,492,0.67,ios_health
2026-01-01 23:30:00.209524,2026-01-02 06:34:00.209524,424,0.76,samsung_health
2026-01-02 22:45:00.209524,2026-01-03 06:31:00.209524,466,0.6,google_fit
2026-01-02 23:15:00.209524,2026-01-03 07:11:00.209524,476,0.8,ios_health
2026-01-02 23:30:00.209524,2026-01-03 06:56:00.209524,446,0.64,samsung_health
2026-01-03 22:45:00.209524,2026-01-04 07:06:00.209524,501,0.82,google_fit
2026-01-03 23:15:00.209524,2026-01-04 06:44:00.209524,449,0.78,ios_health
2026-01-03 23:30:00.209524,2026-01-04 06:06:00.209524,396,0.73,samsung_health
2026-01-04 22:45:00.209524,2026-01-05 06:59:00.209524,494,0.82,google_fit
2026-01-04 23:15:00.209524,2026-01-05 07:19:00.209524,484,0.69,ios_health
2026-01-04 23:30:00.209524,2026-01-05 07:47:00.209524,497,0.84,samsung_health
2026-01-05 22:45:00.209524,2026-01-06 04:18:00.209524,333,0.7,google_fit
2026-01-05 23:15:00.209524,2026-01-06 06:53:00.209524,458,0.7,ios_health
2026-01-05 23:30:00.209524,2026-01-06 08:14:00.209524,524,0.68,samsung_health
2026-01-06 22:45:00.209524,2026-01-07 05:14:00.209524,389,0.7,google_fit
2026-01-06 23:15:00.209524,2026-01-07 07:02:00.209524,467,0.76,ios_health
2026-01-06 23:30:00.209524,2026-01-07 08:04:00.209524,514,0.92,samsung_health
2026-01-07 22:45:00.209524,2026-01-08 04:52:00.209524,367,0.67,google_fit
2026-01-07 23:15:00.209524,2026-01-08 06:31:00.209524,436,0.89,ios_health
2026-01-07 23:30:00.209524,2026-01-08 07:44:00.209524,494,0.93,samsung_health
2026-01-08 22:45:00.209524,2026-01-09 06:47:00.209524,482,0.63,google_fit
2026-01-08 23:15:00.209524,2026-01-09 07:03:00.209524,468,0.77,ios_health
2026-01-08 23:30:00.209524,2026-01-09 06:16:00.209524,406,0.77,samsung_health
2026-01-09 22:45:00.209524,2026-01-10 06:55:00.209524,490,0.75,google_fit
2026-01-09 23:15:00.209524,2026-01-10 07:28:00.209524,493,0.71,ios_health
2026-01-09 23:30:00.209524,2026-01-10 05:52:00.209524,382,0.85,samsung_health
2026-01-10 22:45:00.209524,2026-01-11 06:22:00.209524,457,0.57,google_fit
2026-01-10 23:15:00.209524,2026-01-11 06:24:00.209524,429,0.87,ios_health
2026-01-10 23:30:00.209524,2026-01-11 07:02:00.209524,452,0.71,samsung_health
2026-01-11 22:45:00.209524,2026-01-12 05:28:00.209524,403,0.62,google_fit
2026-01-11 23:15:00.209524,2026-01-12 06:36:00.209524,441,0.69,ios_health
2026-01-11 23:30:00.209524,2026-01-12 07:38:00.209524,488,0.66,samsung_health
2026-01-12 22:45:00.209524,2026-01-13 07:05:00.209524,500,0.81,google_fit
2026-01-12 23:15:00.209524,2026-01-13 07:23:00.209524,488,0.79,ios_health
2026-01-12 23:30:00.209524,2026-01-13 05:53:00.209524,383,0.89,samsung_health
2026-01-13 22:45:00.209524,2026-01-14 05:17:00.209524,392,0.62,google_fit
2026-01-13 23:15:00.209524,2026-01-14 07:27:00.209524,492,0.68,ios_health
2026-01-13 23:30:00.209524,2026-01-14 08:02:00.209524,512,0.88,samsung_health
2026-01-14 22:45:00.209524,2026-01-15 06:01:00.209524,436,0.69,google_fit
2026-01-14 23:15:00.209524,2026-01-15 07:08:00.209524,473,0.76,ios_health
2026-01-14 23:30:00.209524,2026-01-15 06:57:00.209524,447,0.67,samsung_health
2026-01-15 22:45:00.209524,2026-01-16 05:02:00.209524,377,0.71,google_fit
2026-01-15 23:15:00.209524,2026-01-16 07:08:00.209524,473,0.72,ios_health
2026-01-15 23:30:00.209524,2026-01-16 07:22:00.209524,472,0.9,samsung_health
2026-01-16 22:45:00.209524,2026-01-17 06:28:00.209524,463,0.75,google_fit
2026-01-16 23:15:00.209524,2026-01-17 05:49:00.209524,394,0.72,ios_health
2026-01-16 23:30:00.209524,2026-01-17 07:42:00.209524,492,0.87,samsung_health
2026-01-17 22:45:00.209524,2026-01-18 04:20:00.209524,335,0.87,google_fit
2026-01-17 23:15:00.209524,2026-01-18 05:34:00.209524,379,0.9,ios_health
2026-01-17 23:30:00.209524,2026-01-18 07:25:00.209524,475,0.89,samsung_health
2026-01-18 22:45:00.209524,2026-01-19 06:00:00.209524,435,0.67,google_fit
2026-01-18 23:15:00.209524,2026-01-19 05:30:00.209524,375,0.74,ios_health
2026-01-18 23:30:00.209524,2026-01-19 05:34:00.209524,364,0.64,samsung_health
2026-01-19 22:45:00.209524,2026-01-20 05:42:00.209524,417,0.87,google_fit
2026-01-19 23:15:00.209524,2026-01-20 05:46:00.209524,391,0.73,ios_health
2026-01-19 23:30:00.209524,2026-01-20 06:05:00.209524,395,0.88,samsung_health
2026-01-20 22:45:00.209524,2026-01-21 04:23:00.209524,338,0.73,google_fit
2026-01-20 23:15:00.209524,2026-01-21 07:32:00.209524,497,0.74,ios_health
2026-01-20 23:30:00.209524,2026-01-21 06:54:00.209524,444,0.82,samsung_health
2026-01-21 22:45:00.209524,2026-01-22 07:00:00.209524,495,0.78,google_fit
2026-01-21 23:15:00.209524,2026-01-22 06:21:00.209524,426,0.76,ios_health
2026-01-21 23:30:00.209524,2026-01-22 07:39:00.209524,489,0.84,samsung_health
2026-01-22 22:45:00.209524,2026-01-23 06:15:00.209524,450,0.56,google_fit
2026-01-22 23:15:00.209524,2026-01-23 07:02:00.209524,467,0.9,ios_health
2026-01-22 23:30:00.209524,2026-01-23 05:58:00.209524,388,0.75,samsung_health
2026-01-23 22:45:00.209524,2026-01-24 04:30:00.209524,345,0.71,google_fit
2026-01-23 23:15:00.209524,2026-01-24 07:11:00.209524,476,0.83,ios_health
2026-01-23 23:30:00.209524,2026-01-24 07:46:00.209524,496,0.86,samsung_health

--- STRESS ---
timestamp,stress_level,heart_rate_variability,source
2025-12-24 09:00:00.209524,45.1,56.8,samsung_health
2025-12-24 09:00:00.209524,69.9,38.4,ios_health
2025-12-24 10:00:00.209524,84.7,27.0,google_fit
2025-12-24 13:00:00.209524,37.3,28.8,samsung_health
2025-12-24 14:00:00.209524,30.2,56.6,ios_health
2025-12-24 16:00:00.209524,82.0,50.8,google_fit
2025-12-24 17:00:00.209524,28.5,38.4,samsung_health
2025-12-24 19:00:00.209524,47.7,60.8,ios_health
2025-12-24 20:00:00.209524,26.1,29.7,google_fit
2025-12-24 21:00:00.209524,31.8,25.5,samsung_health
2025-12-25 09:00:00.209524,46.3,47.9,samsung_health
2025-12-25 09:00:00.209524,16.1,31.3,ios_health
2025-12-25 10:00:00.209524,65.4,26.2,google_fit
2025-12-25 13:00:00.209524,35.1,21.9,samsung_health
2025-12-25 14:00:00.209524,42.4,58.8,ios_health
2025-12-25 16:00:00.209524,65.1,25.8,google_fit
2025-12-25 17:00:00.209524,39.7,45.7,samsung_health
2025-12-25 19:00:00.209524,56.9,42.8,ios_health
2025-12-25 20:00:00.209524,74.5,51.4,google_fit
2025-12-25 21:00:00.209524,44.8,37.6,samsung_health
2025-12-26 09:00:00.209524,75.8,27.1,samsung_health
2025-12-26 09:00:00.209524,54.0,64.1,ios_health
2025-12-26 10:00:00.209524,62.7,34.7,google_fit
2025-12-26 13:00:00.209524,60.5,32.0,samsung_health
2025-12-26 14:00:00.209524,40.1,57.8,ios_health
2025-12-26 16:00:00.209524,55.0,43.0,google_fit
2025-12-26 17:00:00.209524,62.1,38.9,samsung_health
2025-12-26 19:00:00.209524,49.0,38.2,ios_health
2025-12-26 20:00:00.209524,25.3,54.0,google_fit
2025-12-26 21:00:00.209524,75.5,58.7,samsung_health
2025-12-27 09:00:00.209524,31.9,42.7,samsung_health
2025-12-27 09:00:00.209524,53.5,25.4,ios_health
2025-12-27 10:00:00.209524,32.2,18.2,google_fit
2025-12-27 13:00:00.209524,52.8,33.1,samsung_health
2025-12-27 14:00:00.209524,38.3,46.9,ios_health
2025-12-27 16:00:00.209524,67.4,32.1,google_fit
2025-12-27 17:00:00.209524,79.8,30.4,samsung_health
2025-12-27 19:00:00.209524,43.4,31.7,ios_health
2025-12-27 20:00:00.209524,76.8,27.0,google_fit
2025-12-27 21:00:00.209524,52.0,32.6,samsung_health
2025-12-28 09:00:00.209524,70.7,49.4,samsung_health
2025-12-28 09:00:00.209524,40.1,31.9,ios_health
2025-12-28 10:00:00.209524,27.3,43.1,google_fit
2025-12-28 13:00:00.209524,23.3,46.8,samsung_health
2025-12-28 14:00:00.209524,64.8,61.6,ios_health
2025-12-28 16:00:00.209524,26.5,50.2,google_fit
2025-12-28 17:00:00.209524,46.7,54.4,samsung_health
2025-12-28 19:00:00.209524,20.7,25.3,ios_health
2025-12-28 20:00:00.209524,54.9,38.5,google_fit
2025-12-28 21:00:00.209524,69.9,47.3,samsung_health
2025-12-29 09:00:00.209524,61.0,55.7,samsung_health
2025-12-29 09:00:00.209524,73.5,35.3,ios_health
2025-12-29 10:00:00.209524,71.9,39.3,google_fit
2025-12-29 13:00:00.209524,43.1,33.3,samsung_health
2025-12-29 14:00:00.209524,56.9,63.9,ios_health
2025-12-29 16:00:00.209524,46.5,35.2,google_fit
2025-12-29 17:00:00.209524,48.4,53.8,samsung_health
2025-12-29 19:00:00.209524,43.4,33.4,ios_health
2025-12-29 20:00:00.209524,26.8,37.8,google_fit
2025-12-29 21:00:00.209524,22.7,57.4,samsung_health
2025-12-30 09:00:00.209524,68.6,54.0,samsung_health
2025-12-30 09:00:00.209524,22.1,53.9,ios_health
2025-12-30 10:00:00.209524,84.7,33.8,google_fit
2025-12-30 13:00:00.209524,45.1,57.0,samsung_health
2025-12-30 14:00:00.209524,50.8,53.2,ios_health
2025-12-30 16:00:00.209524,33.1,19.9,google_fit
2025-12-30 17:00:00.209524,30.6,32.6,samsung_health
2025-12-30 19:00:00.209524,29.9,50.5,ios_health
2025-12-30 20:00:00.209524,73.8,46.5,google_fit
2025-12-30 21:00:00.209524,71.0,57.6,samsung_health
2025-12-31 09:00:00.209524,50.3,34.3,samsung_health
2025-12-31 09:00:00.209524,72.7,35.4,ios_health
2025-12-31 10:00:00.209524,32.7,40.8,google_fit
2025-12-31 13:00:00.209524,21.0,46.0,samsung_health
2025-12-31 14:00:00.209524,68.5,53.0,ios_health
2025-12-31 16:00:00.209524,40.6,54.5,google_fit
2025-12-31 17:00:00.209524,47.0,44.1,samsung_health
2025-12-31 19:00:00.209524,74.0,42.1,ios_health
2025-12-31 20:00:00.209524,79.2,18.9,google_fit
2025-12-31 21:00:00.209524,40.3,26.8,samsung_health
2026-01-01 09:00:00.209524,70.1,53.3,samsung_health
2026-01-01 09:00:00.209524,45.6,39.6,ios_health
2026-01-01 10:00:00.209524,62.3,38.4,google_fit
2026-01-01 13:00:00.209524,20.3,58.0,samsung_health
2026-01-01 14:00:00.209524,28.5,42.6,ios_health
2026-01-01 16:00:00.209524,70.3,31.8,google_fit
2026-01-01 17:00:00.209524,63.9,41.5,samsung_health
2026-01-01 19:00:00.209524,35.6,30.8,ios_health
2026-01-01 20:00:00.209524,39.0,41.8,google_fit
2026-01-01 21:00:00.209524,62.4,55.4,samsung_health
2026-01-02 09:00:00.209524,31.9,26.0,samsung_health
2026-01-02 09:00:00.209524,61.9,25.9,ios_health
2026-01-02 10:00:00.209524,80.2,40.6,google_fit
2026-01-02 13:00:00.209524,26.9,34.6,samsung_health
2026-01-02 14:00:00.209524,21.5,47.8,ios_health
2026-01-02 16:00:00.209524,55.9,25.8,google_fit
2026-01-02 17:00:00.209524,31.0,34.0,samsung_health
2026-01-02 19:00:00.209524,19.9,64.7,ios_health
2026-01-02 20:00:00.209524,67.9,29.0,google_fit
2026-01-02 21:00:00.209524,21.8,46.3,samsung_health
2026-01-03 09:00:00.209524,27.6,60.0,samsung_health
2026-01-03 09:00:00.209524,55.2,46.6,ios_health
2026-01-03 10:00:00.209524,50.0,27.3,google_fit
2026-01-03 13:00:00.209524,59.4,37.9,samsung_health
2026-01-03 14:00:00.209524,56.8,60.1,ios_health
2026-01-03 16:00:00.209524,27.7,22.0,google_fit
2026-01-03 17:00:00.209524,26.6,26.4,samsung_health
2026-01-03 19:00:00.209524,35.2,62.7,ios_health
2026-01-03 20:00:00.209524,45.5,27.8,google_fit
2026-01-03 21:00:00.209524,45.3,48.3,samsung_health
2026-01-04 09:00:00.209524,24.4,42.4,samsung_health
2026-01-04 09:00:00.209524,69.3,48.8,ios_health
2026-01-04 10:00:00.209524,34.8,23.8,google_fit
2026-01-04 13:00:00.209524,73.5,44.6,samsung_health
2026-01-04 14:00:00.209524,62.7,41.4,ios_health
2026-01-04 16:00:00.209524,38.1,42.8,google_fit
2026-01-04 17:00:00.209524,56.1,37.6,samsung_health
2026-01-04 19:00:00.209524,16.9,30.6,ios_health
2026-01-04 20:00:00.209524,66.0,39.8,google_fit
2026-01-04 21:00:00.209524,73.7,20.4,samsung_health
2026-01-05 09:00:00.209524,32.2,20.5,samsung_health
2026-01-05 09:00:00.209524,15.1,49.0,ios_health
2026-01-05 10:00:00.209524,27.2,28.8,google_fit
2026-01-05 13:00:00.209524,57.4,39.2,samsung_health
2026-01-05 14:00:00.209524,37.4,42.5,ios_health
2026-01-05 16:00:00.209524,77.7,40.5,google_fit
2026-01-05 17:00:00.209524,55.7,44.1,samsung_health
2026-01-05 19:00:00.209524,38.4,26.9,ios_health
2026-01-05 20:00:00.209524,54.7,46.6,google_fit
2026-01-05 21:00:00.209524,57.2,57.6,samsung_health
2026-01-06 09:00:00.209524,28.0,32.6,samsung_health
2026-01-06 09:00:00.209524,39.5,38.3,ios_health
2026-01-06 10:00:00.209524,77.4,45.2,google_fit
2026-01-06 13:00:00.209524,50.9,30.3,samsung_health
2026-01-06 14:00:00.209524,56.5,54.4,ios_health
2026-01-06 16:00:00.209524,32.1,33.5,google_fit
2026-01-06 17:00:00.209524,21.9,51.3,samsung_health
2026-01-06 19:00:00.209524,57.8,46.9,ios_health
2026-01-06 20:00:00.209524,49.9,36.3,google_fit
2026-01-06 21:00:00.209524,27.1,58.0,samsung_health
2026-01-07 09:00:00.209524,36.0,59.1,samsung_health
2026-01-07 09:00:00.209524,58.5,34.3,ios_health
2026-01-07 10:00:00.209524,52.2,40.1,google_fit
2026-01-07 13:00:00.209524,30.6,32.8,samsung_health
2026-01-07 14:00:00.209524,40.3,62.3,ios_health
2026-01-07 16:00:00.209524,48.0,44.9,google_fit
2026-01-07 17:00:00.209524,78.7,39.5,samsung_health
2026-01-07 19:00:00.209524,52.4,50.7,ios_health
2026-01-07 20:00:00.209524,37.8,22.6,google_fit
2026-01-07 21:00:00.209524,32.0,59.3,samsung_health
2026-01-08 09:00:00.209524,51.0,53.9,samsung_health
2026-01-08 09:00:00.209524,24.1,32.4,ios_health
2026-01-08 10:00:00.209524,83.6,54.1,google_fit
2026-01-08 13:00:00.209524,32.3,27.7,samsung_health
2026-01-08 14:00:00.209524,36.3,28.2,ios_health
2026-01-08 16:00:00.209524,38.3,32.4,google_fit
2026-01-08 17:00:00.209524,28.7,25.5,samsung_health
2026-01-08 19:00:00.209524,73.2,35.9,ios_health
2026-01-08 20:00:00.209524,61.9,36.6,google_fit
2026-01-08 21:00:00.209524,47.9,56.9,samsung_health
2026-01-09 09:00:00.209524,55.7,58.9,samsung_health
2026-01-09 09:00:00.209524,70.0,30.4,ios_health
2026-01-09 10:00:00.209524,43.6,50.1,google_fit
2026-01-09 13:00:00.209524,69.7,22.1,samsung_health
2026-01-09 14:00:00.209524,34.9,49.6,ios_health
2026-01-09 16:00:00.209524,39.2,44.6,google_fit
2026-01-09 17:00:00.209524,48.0,37.1,samsung_health
2026-01-09 19:00:00.209524,43.2,58.1,ios_health
2026-01-09 20:00:00.209524,32.0,53.8,google_fit
2026-01-09 21:00:00.209524,71.4,49.9,samsung_health
2026-01-10 09:00:00.209524,70.9,22.4,samsung_health
2026-01-10 09:00:00.209524,18.9,39.9,ios_health
2026-01-10 10:00:00.209524,30.0,44.6,google_fit
2026-01-10 13:00:00.209524,49.2,35.6,samsung_health
2026-01-10 14:00:00.209524,42.5,51.0,ios_health
2026-01-10 16:00:00.209524,56.2,43.0,google_fit
2026-01-10 17:00:00.209524,71.3,46.5,samsung_health
2026-01-10 19:00:00.209524,70.9,60.8,ios_health
2026-01-10 20:00:00.209524,26.3,28.6,google_fit
2026-01-10 21:00:00.209524,21.3,36.5,samsung_health
2026-01-11 09:00:00.209524,61.3,49.8,samsung_health
2026-01-11 09:00:00.209524,16.9,37.4,ios_health
2026-01-11 10:00:00.209524,83.5,30.4,google_fit
2026-01-11 13:00:00.209524,48.5,24.4,samsung_health
2026-01-11 14:00:00.209524,53.1,52.0,ios_health
2026-01-11 16:00:00.209524,59.6,28.6,google_fit
2026-01-11 17:00:00.209524,79.8,53.0,samsung_health
2026-01-11 19:00:00.209524,72.4,63.7,ios_health
2026-01-11 20:00:00.209524,71.7,41.4,google_fit
2026-01-11 21:00:00.209524,44.6,20.8,samsung_health
2026-01-12 09:00:00.209524,41.7,29.9,samsung_health
2026-01-12 09:00:00.209524,18.7,28.6,ios_health
2026-01-12 10:00:00.209524,69.8,24.0,google_fit
2026-01-12 13:00:00.209524,60.3,28.5,samsung_health
2026-01-12 14:00:00.209524,74.8,62.6,ios_health
2026-01-12 16:00:00.209524,82.5,54.1,google_fit
2026-01-12 17:00:00.209524,31.2,58.1,samsung_health
2026-01-12 19:00:00.209524,20.4,31.4,ios_health
2026-01-12 20:00:00.209524,82.2,31.5,google_fit
2026-01-12 21:00:00.209524,53.2,59.5,samsung_health
2026-01-13 09:00:00.209524,36.2,37.6,samsung_health
2026-01-13 09:00:00.209524,51.9,32.3,ios_health
2026-01-13 10:00:00.209524,45.1,43.4,google_fit
2026-01-13 13:00:00.209524,52.2,20.8,samsung_health
2026-01-13 14:00:00.209524,27.9,48.9,ios_health
2026-01-13 16:00:00.209524,59.7,36.2,google_fit
2026-01-13 17:00:00.209524,46.2,23.8,samsung_health
2026-01-13 19:00:00.209524,51.3,32.8,ios_health
2026-01-13 20:00:00.209524,79.6,37.3,google_fit
2026-01-13 21:00:00.209524,66.8,21.3,samsung_health
2026-01-14 09:00:00.209524,49.4,43.9,samsung_health
2026-01-14 09:00:00.209524,67.0,27.3,ios_health
2026-01-14 10:00:00.209524,61.7,42.7,google_fit
2026-01-14 13:00:00.209524,69.8,38.6,samsung_health
2026-01-14 14:00:00.209524,34.8,26.7,ios_health
2026-01-14 16:00:00.209524,35.6,18.5,google_fit
2026-01-14 17:00:00.209524,29.0,21.6,samsung_health
2026-01-14 19:00:00.209524,62.2,53.7,ios_health
2026-01-14 20:00:00.209524,54.9,36.2,google_fit
2026-01-14 21:00:00.209524,49.2,53.0,samsung_health
2026-01-15 09:00:00.209524,78.4,26.6,samsung_health
2026-01-15 09:00:00.209524,34.3,32.8,ios_health
2026-01-15 10:00:00.209524,73.9,34.0,google_fit
2026-01-15 13:00:00.209524,71.3,31.3,samsung_health
2026-01-15 14:00:00.209524,47.5,28.6,ios_health
2026-01-15 16:00:00.209524,46.3,34.9,google_fit
